,X,Y,Z,H
160,1,59,40,881.26
161,1,60,39,884.89
162,1,61,38,888.57
163,1,62,37,892.31
164,1,63,36,896.11
165,1,64,35,899.97
166,1,65,34,903.89
167,1,66,33,907.87
168,1,67,32,911.91
169,1,68,31,916.02
170,1,69,30,920.2
171,1,70,29,924.45
172,1,71,28,928.77
173,1,72,27,933.16
174,1,73,26,937.62
175,1,74,25,942.16
176,1,75,24,946.78
177,1,76,23,951.48
178,1,77,22,956.26
179,1,78,21,961.12
180,1,79,20,966.06
181,1,80,19,971.1
182,1,81,18,976.22
183,1,82,17,981.44
184,1,83,16,986.75
185,1,84,15,992.15
186,1,85,14,997.66
187,1,86,13,1003.27
188,1,87,12,1008.98
189,1,88,11,1014.8
190,1,89,10,1020.73
191,1,90,9,1026.77
192,1,91,8,1032.93
193,1,92,7,1039.21
194,1,93,6,1045.61
195,1,94,5,1052.14
196,1,95,4,1058.79
197,1,96,3,1065.58
198,1,97,2,1072.51
199,1,98,1,1079.58
200,1,99,0,1086.79
201,2,0,98,731.63
202,2,1,97,733.32
203,2,2,96,735.02
204,2,3,95,736.74
205,2,4,94,738.48
206,2,5,93,740.24
207,2,6,92,742.02
208,2,7,91,743.82
209,2,8,90,745.64
210,2,9,89,747.48
211,2,10,88,749.34
212,2,11,87,751.22
213,2,12,86,753.13
214,2,13,85,755.05
215,2,14,84,757
216,2,15,83,758.97
217,2,16,82,760.97
218,2,17,81,762.98
219,2,18,80,765.03
220,2,19,79,767.09
221,2,20,78,769.18
222,2,21,77,771.3
223,2,22,76,773.44
224,2,23,75,775.61
225,2,24,74,777.8
226,2,25,73,780.02
227,2,26,72,782.27
228,2,27,71,784.55
229,2,28,70,786.86
230,2,29,69,789.19
231,2,30,68,791.56
232,2,31,67,793.96
233,2,32,66,796.38
234,2,33,65,798.84
235,2,34,64,801.33
236,2,35,63,803.85
237,2,36,62,806.41
238,2,37,61,809
239,2,38,60,811.63
240,2,39,59,814.29
241,2,40,58,816.98
242,2,41,57,819.72
243,2,42,56,822.49
244,2,43,55,825.3
245,2,44,54,828.14
246,2,45,53,831.03
247,2,46,52,833.96
248,2,47,51,836.93
249,2,48,50,839.94
250,2,49,49,843
251,2,50,48,846.1
252,2,51,47,849.25
253,2,52,46,852.44
254,2,53,45,855.68
255,2,54,44,858.96
256,2,55,43,862.3
257,2,56,42,865.68
258,2,57,41,869.12
259,2,58,40,872.61
260,2,59,39,876.15
261,2,60,38,879.75
262,2,61,37,883.4
263,2,62,36,887.11
264,2,63,35,890.88
265,2,64,34,894.71
266,2,65,33,898.59
267,2,66,32,902.55
268,2,67,31,906.56
269,2,68,30,910.64
270,2,69,29,914.79
271,2,70,28,919.01
272,2,71,27,923.3
273,2,72,26,927.65
274,2,73,25,932.09
275,2,74,24,936.59
276,2,75,23,941.18
277,2,76,22,945.84
278,2,77,21,950.59
279,2,78,20,955.42
280,2,79,19,960.33
281,2,80,18,965.33
282,2,81,17,970.42
283,2,82,16,975.6
284,2,83,15,980.88
285,2,84,14,986.25
286,2,85,13,991.73
287,2,86,12,997.3
288,2,87,11,1002.98
289,2,88,10,1008.76
290,2,89,9,1014.66
291,2,90,8,1020.67
292,2,91,7,1026.79
293,2,92,6,1033.03
294,2,93,5,1039.4
295,2,94,4,1045.89
296,2,95,3,1052.51
297,2,96,2,1059.27
298,2,97,1,1066.16
299,2,98,0,1073.19
300,3,0,97,727.86
301,3,1,96,729.52
302,3,2,95,731.21
303,3,3,94,732.91
304,3,4,93,734.64
305,3,5,92,736.38
306,3,6,91,738.14
307,3,7,90,739.92
308,3,8,89,741.72
309,3,9,88,743.54
310,3,10,87,745.38
311,3,11,86,747.25
312,3,12,85,749.13
313,3,13,84,751.04
314,3,14,83,752.97
315,3,15,82,754.92
316,3,16,81,756.89
317,3,17,80,758.89
318,3,18,79,760.91
319,3,19,78,762.96
320,3,20,77,765.03
321,3,21,76,767.12
322,3,22,75,769.24
323,3,23,74,771.39
324,3,24,73,773.56
325,3,25,72,775.76
326,3,26,71,777.99
327,3,27,70,780.25
328,3,28,69,782.53
329,3,29,68,784.84
330,3,30,67,787.19
331,3,31,66,789.56
332,3,32,65,791.96
333,3,33,64,794.4
334,3,34,63,796.87
335,3,35,62,799.37
336,3,36,61,801.9
337,3,37,60,804.47
338,3,38,59,807.07
339,3,39,58,809.7
340,3,40,57,812.38
341,3,41,56,815.08
342,3,42,55,817.83
343,3,43,54,820.61
344,3,44,53,823.44
345,3,45,52,826.3
346,3,46,51,829.2
347,3,47,50,832.15
348,3,48,49,835.13
349,3,49,48,838.16
350,3,50,47,841.24
351,3,51,46,844.35
352,3,52,45,847.52
353,3,53,44,850.73
354,3,54,43,853.99
355,3,55,42,857.3
356,3,56,41,860.65
357,3,57,40,864.06
358,3,58,39,867.52
359,3,59,38,871.03
360,3,60,37,874.6
361,3,61,36,878.23
362,3,62,35,881.91
363,3,63,34,885.65
364,3,64,33,889.44
365,3,65,32,893.3
366,3,66,31,897.22
367,3,67,30,901.21
368,3,68,29,905.26
369,3,69,28,909.38
370,3,70,27,913.56
371,3,71,26,917.82
372,3,72,25,922.14
373,3,73,24,926.54
374,3,74,23,931.02
375,3,75,22,935.57
376,3,76,21,940.2
377,3,77,20,944.92
378,3,78,19,949.71
379,3,79,18,954.59
380,3,80,17,959.56
381,3,81,16,964.62
382,3,82,15,969.77
383,3,83,14,975.01
384,3,84,13,980.35
385,3,85,12,985.78
386,3,86,11,991.32
387,3,87,10,996.97
388,3,88,9,1002.72
389,3,89,8,1008.58
390,3,90,7,1014.55
391,3,91,6,1020.64
392,3,92,5,1026.85
393,3,93,4,1033.18
394,3,94,3,1039.64
395,3,95,2,1046.23
396,3,96,1,1052.94
397,3,97,0,1059.8
398,4,0,96,724.09
399,4,1,95,725.74
400,4,2,94,727.4
401,4,3,93,729.09
402,4,4,92,730.8
403,4,5,91,732.52
404,4,6,90,734.26
405,4,7,89,736.02
406,4,8,88,737.81
407,4,9,87,739.61
408,4,10,86,741.43
409,4,11,85,743.28
410,4,12,84,745.14
411,4,13,83,747.03
412,4,14,82,748.94
413,4,15,81,750.87
414,4,16,80,752.82
415,4,17,79,754.8
416,4,18,78,756.8
417,4,19,77,758.83
418,4,20,76,760.88
419,4,21,75,762.95
420,4,22,74,765.05
421,4,23,73,767.18
422,4,24,72,769.33
423,4,25,71,771.51
424,4,26,70,773.71
425,4,27,69,775.95
426,4,28,68,778.21
427,4,29,67,780.5
428,4,30,66,782.82
429,4,31,65,785.17
430,4,32,64,787.55
431,4,33,63,789.96
432,4,34,62,792.41
433,4,35,61,794.88
434,4,36,60,797.39
435,4,37,59,799.94
436,4,38,58,802.51
437,4,39,57,805.12
438,4,40,56,807.77
439,4,41,55,810.46
440,4,42,54,813.18
441,4,43,53,815.94
442,4,44,52,818.73
443,4,45,51,821.57
444,4,46,50,824.45
445,4,47,49,827.36
446,4,48,48,830.32
447,4,49,47,833.33
448,4,50,46,836.37
449,4,51,45,839.47
450,4,52,44,842.6
451,4,53,43,845.79
452,4,54,42,849.02
453,4,55,41,852.3
454,4,56,40,855.62
455,4,57,39,859
456,4,58,38,862.44
457,4,59,37,865.92
458,4,60,36,869.46
459,4,61,35,873.05
460,4,62,34,876.7
461,4,63,33,880.41
462,4,64,32,884.18
463,4,65,31,888.01
464,4,66,30,891.9
465,4,67,29,895.85
466,4,68,28,899.87
467,4,69,27,903.96
468,4,70,26,908.11
469,4,71,25,912.34
470,4,72,24,916.63
471,4,73,23,921
472,4,74,22,925.44
473,4,75,21,929.96
474,4,76,20,934.56
475,4,77,19,939.24
476,4,78,18,944
477,4,79,17,948.85
478,4,80,16,953.78
479,4,81,15,958.81
480,4,82,14,963.92
481,4,83,13,969.13
482,4,84,12,974.43
483,4,85,11,979.84
484,4,86,10,985.34
485,4,87,9,990.95
486,4,88,8,996.66
487,4,89,7,1002.49
488,4,90,6,1008.43
489,4,91,5,1014.48
490,4,92,4,1020.65
491,4,93,3,1026.95
492,4,94,2,1033.37
493,4,95,1,1039.92
494,4,96,0,1046.61
495,5,0,95,720.33
496,5,1,94,721.96
497,5,2,93,723.61
498,5,3,92,725.28
499,5,4,91,726.96
500,5,5,90,728.67
501,5,6,89,730.39
502,5,7,88,732.14
503,5,8,87,733.9
504,5,9,86,735.68
505,5,10,85,737.49
506,5,11,84,739.31
507,5,12,83,741.16
508,5,13,82,743.03
509,5,14,81,744.92
510,5,15,80,746.83
511,5,16,79,748.76
512,5,17,78,750.72
513,5,18,77,752.7
514,5,19,76,754.7
515,5,20,75,756.73
516,5,21,74,758.79
517,5,22,73,760.86
518,5,23,72,762.97
519,5,24,71,765.1
520,5,25,70,767.26
521,5,26,69,769.44
522,5,27,68,771.65
523,5,28,67,773.89
524,5,29,66,776.16
525,5,30,65,778.46
526,5,31,64,780.79
527,5,32,63,783.14
528,5,33,62,785.53
529,5,34,61,787.95
530,5,35,60,790.41
531,5,36,59,792.89
532,5,37,58,795.41
533,5,38,57,797.96
534,5,39,56,800.55
535,5,40,55,803.17
536,5,41,54,805.83
537,5,42,53,808.53
538,5,43,52,811.26
539,5,44,51,814.03
540,5,45,50,816.84
541,5,46,49,819.69
542,5,47,48,822.58
543,5,48,47,825.52
544,5,49,46,828.49
545,5,50,45,831.51
546,5,51,44,834.58
547,5,52,43,837.69
548,5,53,42,840.84
549,5,54,41,844.04
550,5,55,40,847.3
551,5,56,39,850.6
552,5,57,38,853.95
553,5,58,37,857.35
554,5,59,36,860.8
555,5,60,35,864.31
556,5,61,34,867.88
557,5,62,33,871.5
558,5,63,32,875.18
559,5,64,31,878.92
560,5,65,30,882.71
561,5,66,29,886.57
562,5,67,28,890.5
563,5,68,27,894.48
564,5,69,26,898.54
565,5,70,25,902.66
566,5,71,24,906.85
567,5,72,23,911.11
568,5,73,22,915.45
569,5,74,21,919.86
570,5,75,20,924.35
571,5,76,19,928.91
572,5,77,18,933.56
573,5,78,17,938.29
574,5,79,16,943.1
575,5,80,15,948
576,5,81,14,952.99
577,5,82,13,958.07
578,5,83,12,963.24
579,5,84,11,968.51
580,5,85,10,973.88
581,5,86,9,979.35
582,5,87,8,984.92
583,5,88,7,990.6
584,5,89,6,996.39
585,5,90,5,1002.29
586,5,91,4,1008.31
587,5,92,3,1014.45
588,5,93,2,1020.71
589,5,94,1,1027.09
590,5,95,0,1033.61
591,6,0,94,716.57
592,6,1,93,718.18
593,6,2,92,719.82
594,6,3,91,721.47
595,6,4,90,723.14
596,6,5,89,724.82
597,6,6,88,726.53
598,6,7,87,728.25
599,6,8,86,730
600,6,9,85,731.76
601,6,10,84,733.55
602,6,11,83,735.35
603,6,12,82,737.18
604,6,13,81,739.03
605,6,14,80,740.9
606,6,15,79,742.79
607,6,16,78,744.7
608,6,17,77,746.64
609,6,18,76,748.6
610,6,19,75,750.59
611,6,20,74,752.59
612,6,21,73,754.63
613,6,22,72,756.68
614,6,23,71,758.77
615,6,24,70,760.88
616,6,25,69,763.01
617,6,26,68,765.17
618,6,27,67,767.36
619,6,28,66,769.58
620,6,29,65,771.83
621,6,30,64,774.1
622,6,31,63,776.41
623,6,32,62,778.74
624,6,33,61,781.11
625,6,34,60,783.5
626,6,35,59,785.93
627,6,36,58,788.39
628,6,37,57,790.89
629,6,38,56,793.41
630,6,39,55,795.98
631,6,40,54,798.57
632,6,41,53,801.21
633,6,42,52,803.88
634,6,43,51,806.59
635,6,44,50,809.33
636,6,45,49,812.12
637,6,46,48,814.94
638,6,47,47,817.81
639,6,48,46,820.71
640,6,49,45,823.66
641,6,50,44,826.65
642,6,51,43,829.69
643,6,52,42,832.77
644,6,53,41,835.9
645,6,54,40,839.07
646,6,55,39,842.3
647,6,56,38,845.57
648,6,57,37,848.89
649,6,58,36,852.26
650,6,59,35,855.69
651,6,60,34,859.17
652,6,61,33,862.7
653,6,62,32,866.29
654,6,63,31,869.94
655,6,64,30,873.65
656,6,65,29,877.42
657,6,66,28,881.24
658,6,67,27,885.14
659,6,68,26,889.09
660,6,69,25,893.11
661,6,70,24,897.2
662,6,71,23,901.36
663,6,72,22,905.59
664,6,73,21,909.9
665,6,74,20,914.27
666,6,75,19,918.73
667,6,76,18,923.26
668,6,77,17,927.87
669,6,78,16,932.56
670,6,79,15,937.34
671,6,80,14,942.21
672,6,81,13,947.16
673,6,82,12,952.21
674,6,83,11,957.34
675,6,84,10,962.58
676,6,85,9,967.91
677,6,86,8,973.35
678,6,87,7,978.88
679,6,88,6,984.53
680,6,89,5,990.28
681,6,90,4,996.15
682,6,91,3,1002.13
683,6,92,2,1008.23
684,6,93,1,1014.45
685,6,94,0,1020.8
686,7,0,93,712.82
687,7,1,92,714.42
688,7,2,91,716.03
689,7,3,90,717.67
690,7,4,89,719.32
691,7,5,88,720.99
692,7,6,87,722.67
693,7,7,86,724.38
694,7,8,85,726.11
695,7,9,84,727.85
696,7,10,83,729.62
697,7,11,82,731.4
698,7,12,81,733.21
699,7,13,80,735.04
700,7,14,79,736.89
701,7,15,78,738.76
702,7,16,77,740.65
703,7,17,76,742.57
704,7,18,75,744.51
705,7,19,74,746.47
706,7,20,73,748.46
707,7,21,72,750.47
708,7,22,71,752.51
709,7,23,70,754.57
710,7,24,69,756.66
711,7,25,68,758.77
712,7,26,67,760.91
713,7,27,66,763.08
714,7,28,65,765.27
715,7,29,64,767.5
716,7,30,63,769.75
717,7,31,62,772.03
718,7,32,61,774.34
719,7,33,60,776.68
720,7,34,59,779.06
721,7,35,58,781.46
722,7,36,57,783.9
723,7,37,56,786.37
724,7,38,55,788.87
725,7,39,54,791.41
726,7,40,53,793.98
727,7,41,52,796.59
728,7,42,51,799.23
729,7,43,50,801.92
730,7,44,49,804.64
731,7,45,48,807.39
732,7,46,47,810.19
733,7,47,46,813.03
734,7,48,45,815.91
735,7,49,44,818.83
736,7,50,43,821.8
737,7,51,42,824.81
738,7,52,41,827.86
739,7,53,40,830.96
740,7,54,39,834.1
741,7,55,38,837.3
742,7,56,37,840.54
743,7,57,36,843.83
744,7,58,35,847.18
745,7,59,34,850.57
746,7,60,33,854.02
747,7,61,32,857.53
748,7,62,31,861.09
749,7,63,30,864.71
750,7,64,29,868.38
751,7,65,28,872.12
752,7,66,27,875.91
753,7,67,26,879.77
754,7,68,25,883.7
755,7,69,24,887.69
756,7,70,23,891.75
757,7,71,22,895.87
758,7,72,21,900.07
759,7,73,20,904.34
760,7,74,19,908.68
761,7,75,18,913.1
762,7,76,17,917.6
763,7,77,16,922.18
764,7,78,15,926.84
765,7,79,14,931.58
766,7,80,13,936.41
767,7,81,12,941.33
768,7,82,11,946.34
769,7,83,10,951.44
770,7,84,9,956.64
771,7,85,8,961.94
772,7,86,7,967.33
773,7,87,6,972.84
774,7,88,5,978.44
775,7,89,4,984.16
776,7,90,3,989.99
777,7,91,2,995.93
778,7,92,1,1002
779,7,93,0,1008.18
780,8,0,92,709.08
781,8,1,91,710.66
782,8,2,90,712.26
783,8,3,89,713.87
784,8,4,88,715.5
785,8,5,87,717.15
786,8,6,86,718.82
787,8,7,85,720.51
788,8,8,84,722.22
789,8,9,83,723.95
790,8,10,82,725.69
791,8,11,81,727.46
792,8,12,80,729.25
793,8,13,79,731.06
794,8,14,78,732.89
795,8,15,77,734.74
796,8,16,76,736.61
797,8,17,75,738.51
798,8,18,74,740.43
799,8,19,73,742.37
800,8,20,72,744.33
801,8,21,71,746.32
802,8,22,70,748.34
803,8,23,69,750.38
804,8,24,68,752.44
805,8,25,67,754.54
806,8,26,66,756.65
807,8,27,65,758.8
808,8,28,64,760.97
809,8,29,63,763.17
810,8,30,62,765.4
811,8,31,61,767.66
812,8,32,60,769.95
813,8,33,59,772.27
814,8,34,58,774.61
815,8,35,57,776.99
816,8,36,56,779.41
817,8,37,55,781.85
818,8,38,54,784.33
819,8,39,53,786.84
820,8,40,52,789.39
821,8,41,51,791.97
822,8,42,50,794.59
823,8,43,49,797.25
824,8,44,48,799.94
825,8,45,47,802.68
826,8,46,46,805.45
827,8,47,45,808.26
828,8,48,44,811.11
829,8,49,43,814.01
830,8,50,42,816.94
831,8,51,41,819.92
832,8,52,40,822.95
833,8,53,39,826.02
834,8,54,38,829.14
835,8,55,37,832.3
836,8,56,36,835.52
837,8,57,35,838.78
838,8,58,34,842.09
839,8,59,33,845.46
840,8,60,32,848.88
841,8,61,31,852.35
842,8,62,30,855.88
843,8,63,29,859.47
844,8,64,28,863.11
845,8,65,27,866.82
846,8,66,26,870.58
847,8,67,25,874.41
848,8,68,24,878.3
849,8,69,23,882.26
850,8,70,22,886.28
851,8,71,21,890.38
852,8,72,20,894.54
853,8,73,19,898.78
854,8,74,18,903.09
855,8,75,17,907.47
856,8,76,16,911.94
857,8,77,15,916.48
858,8,78,14,921.1
859,8,79,13,925.81
860,8,80,12,930.61
861,8,81,11,935.49
862,8,82,10,940.46
863,8,83,9,945.53
864,8,84,8,950.69
865,8,85,7,955.95
866,8,86,6,961.32
867,8,87,5,966.78
868,8,88,4,972.35
869,8,89,3,978.03
870,8,90,2,983.82
871,8,91,1,989.73
872,8,92,0,995.76
873,9,0,91,705.35
874,9,1,90,706.91
875,9,2,89,708.49
876,9,3,88,710.09
877,9,4,87,711.7
878,9,5,86,713.33
879,9,6,85,714.98
880,9,7,84,716.65
881,9,8,83,718.34
882,9,9,82,720.05
883,9,10,81,721.77
884,9,11,80,723.52
885,9,12,79,725.29
886,9,13,78,727.08
887,9,14,77,728.89
888,9,15,76,730.72
889,9,16,75,732.57
890,9,17,74,734.45
891,9,18,73,736.35
892,9,19,72,738.27
893,9,20,71,740.21
894,9,21,70,742.18
895,9,22,69,744.18
896,9,23,68,746.19
897,9,24,67,748.24
898,9,25,66,750.31
899,9,26,65,752.4
900,9,27,64,754.53
901,9,28,63,756.68
902,9,29,62,758.85
903,9,30,61,761.06
904,9,31,60,763.29
905,9,32,59,765.56
906,9,33,58,767.85
907,9,34,57,770.18
908,9,35,56,772.53
909,9,36,55,774.92
910,9,37,54,777.34
911,9,38,53,779.8
912,9,39,52,782.28
913,9,40,51,784.81
914,9,41,50,787.36
915,9,42,49,789.96
916,9,43,48,792.59
917,9,44,47,795.25
918,9,45,46,797.96
919,9,46,45,800.7
920,9,47,44,803.49
921,9,48,43,806.31
922,9,49,42,809.18
923,9,50,41,812.09
924,9,51,40,815.04
925,9,52,39,818.04
926,9,53,38,821.08
927,9,54,37,824.17
928,9,55,36,827.31
929,9,56,35,830.49
930,9,57,34,833.72
931,9,58,33,837.01
932,9,59,32,840.34
933,9,60,31,843.73
934,9,61,30,847.18
935,9,62,29,850.68
936,9,63,28,854.23
937,9,64,27,857.84
938,9,65,26,861.52
939,9,66,25,865.25
940,9,67,24,869.04
941,9,68,23,872.9
942,9,69,22,876.83
943,9,70,21,880.82
944,9,71,20,884.88
945,9,72,19,889.01
946,9,73,18,893.21
947,9,74,17,897.49
948,9,75,16,901.84
949,9,76,15,906.27
950,9,77,14,910.78
951,9,78,13,915.37
952,9,79,12,920.04
953,9,80,11,924.8
954,9,81,10,929.65
955,9,82,9,934.58
956,9,83,8,939.61
957,9,84,7,944.74
958,9,85,6,949.96
959,9,86,5,955.29
960,9,87,4,960.71
961,9,88,3,966.25
962,9,89,2,971.89
963,9,90,1,977.64
964,9,91,0,983.51
965,10,0,90,701.62
966,10,1,89,703.17
967,10,2,88,704.73
968,10,3,87,706.31
969,10,4,86,707.9
970,10,5,85,709.52
971,10,6,84,711.15
972,10,7,83,712.8
973,10,8,82,714.47
974,10,9,81,716.16
975,10,10,80,717.86
976,10,11,79,719.59
977,10,12,78,721.34
978,10,13,77,723.11
979,10,14,76,724.9
980,10,15,75,726.71
981,10,16,74,728.54
982,10,17,73,730.4
983,10,18,72,732.28
984,10,19,71,734.18
985,10,20,70,736.1
986,10,21,69,738.05
987,10,22,68,740.02
988,10,23,67,742.02
989,10,24,66,744.04
990,10,25,65,746.08
991,10,26,64,748.16
992,10,27,63,750.26
993,10,28,62,752.38
994,10,29,61,754.54
995,10,30,60,756.72
996,10,31,59,758.93
997,10,32,58,761.17
998,10,33,57,763.44
999,10,34,56,765.74
1000,10,35,55,768.08
1001,10,36,54,770.44
1002,10,37,53,772.84
1003,10,38,52,775.26
1004,10,39,51,777.73
1005,10,40,50,780.22
1006,10,41,49,782.76
1007,10,42,48,785.32
1008,10,43,47,787.93
1009,10,44,46,790.57
1010,10,45,45,793.25
1011,10,46,44,795.96
1012,10,47,43,798.72
1013,10,48,42,801.52
1014,10,49,41,804.36
1015,10,50,40,807.24
1016,10,51,39,810.16
1017,10,52,38,813.13
1018,10,53,37,816.15
1019,10,54,36,819.2
1020,10,55,35,822.31
1021,10,56,34,825.47
1022,10,57,33,828.67
1023,10,58,32,831.92
1024,10,59,31,835.23
1025,10,60,30,838.59
1026,10,61,29,842
1027,10,62,28,845.47
1028,10,63,27,848.99
1029,10,64,26,852.57
1030,10,65,25,856.21
1031,10,66,24,859.91
1032,10,67,23,863.68
1033,10,68,22,867.5
1034,10,69,21,871.4
1035,10,70,20,875.35
1036,10,71,19,879.38
1037,10,72,18,883.48
1038,10,73,17,887.64
1039,10,74,16,891.88
1040,10,75,15,896.2
1041,10,76,14,900.59
1042,10,77,13,905.07
1043,10,78,12,909.62
1044,10,79,11,914.26
1045,10,80,10,918.98
1046,10,81,9,923.79
1047,10,82,8,928.69
1048,10,83,7,933.69
1049,10,84,6,938.78
1050,10,85,5,943.96
1051,10,86,4,949.25
1052,10,87,3,954.64
1053,10,88,2,960.13
1054,10,89,1,965.74
1055,10,90,0,971.46
1056,11,0,89,697.91
1057,11,1,88,699.43
1058,11,2,87,700.98
1059,11,3,86,702.54
1060,11,4,85,704.11
1061,11,5,84,705.71
1062,11,6,83,707.32
1063,11,7,82,708.95
1064,11,8,81,710.6
1065,11,9,80,712.27
1066,11,10,79,713.96
1067,11,11,78,715.67
1068,11,12,77,717.4
1069,11,13,76,719.15
1070,11,14,75,720.92
1071,11,15,74,722.71
1072,11,16,73,724.52
1073,11,17,72,726.35
1074,11,18,71,728.21
1075,11,19,70,730.09
1076,11,20,69,731.99
1077,11,21,68,733.92
1078,11,22,67,735.87
1079,11,23,66,737.84
1080,11,24,65,739.84
1081,11,25,64,741.87
1082,11,26,63,743.92
1083,11,27,62,745.99
1084,11,28,61,748.1
1085,11,29,60,750.23
1086,11,30,59,752.39
1087,11,31,58,754.58
1088,11,32,57,756.79
1089,11,33,56,759.04
1090,11,34,55,761.32
1091,11,35,54,763.62
1092,11,36,53,765.96
1093,11,37,52,768.33
1094,11,38,51,770.74
1095,11,39,50,773.17
1096,11,40,49,775.65
1097,11,41,48,778.15
1098,11,42,47,780.69
1099,11,43,46,783.27
1100,11,44,45,785.88
1101,11,45,44,788.54
1102,11,46,43,791.23
1103,11,47,42,793.96
1104,11,48,41,796.73
1105,11,49,40,799.54
1106,11,50,39,802.39
1107,11,51,38,805.29
1108,11,52,37,808.23
1109,11,53,36,811.21
1110,11,54,35,814.24
1111,11,55,34,817.32
1112,11,56,33,820.44
1113,11,57,32,823.62
1114,11,58,31,826.84
1115,11,59,30,830.12
1116,11,60,29,833.44
1117,11,61,28,836.82
1118,11,62,27,840.26
1119,11,63,26,843.75
1120,11,64,25,847.3
1121,11,65,24,850.91
1122,11,66,23,854.58
1123,11,67,22,858.31
1124,11,68,21,862.1
1125,11,69,20,865.96
1126,11,70,19,869.88
1127,11,71,18,873.88
1128,11,72,17,877.94
1129,11,73,16,882.07
1130,11,74,15,886.28
1131,11,75,14,890.56
1132,11,76,13,894.92
1133,11,77,12,899.35
1134,11,78,11,903.87
1135,11,79,10,908.47
1136,11,80,9,913.16
1137,11,81,8,917.93
1138,11,82,7,922.8
1139,11,83,6,927.76
1140,11,84,5,932.81
1141,11,85,4,937.96
1142,11,86,3,943.2
1143,11,87,2,948.56
1144,11,88,1,954.01
1145,11,89,0,959.58
1146,12,0,88,694.2
1147,12,1,87,695.71
